Actual,Predicted,Probability_Destroyed
1,1,0.77
1,0,0.45471428571428574
0,0,0.3669784382284383
0,0,0.3669784382284383
0,0,0.28188320013320006
1,0,0.366
1,1,0.6183333333333333
1,0,0.3551515151515152
1,0,0.275985347985348
1,0,0.3352967471125365
1,0,0.3352967471125365
1,0,0.2393195021352915
0,0,0.3352967471125365
0,0,0.3352967471125365
0,0,0.2393195021352915
0,0,0.2393195021352915
0,0,0.3352967471125365
1,0,0.2393195021352915
1,0,0.2393195021352915
0,0,0.3352967471125365
0,0,0.2393195021352915
0,0,0.2393195021352915
0,0,0.3352967471125365
0,0,0.3352967471125365
1,1,0.6618333333333334
1,1,0.7
1,1,0.62
1,0,0.45471428571428574
0,0,0.2393195021352915
0,0,0.25965151515151513
0,0,0.3669784382284383
0,1,0.64
1,0,0.42556410256410254
0,0,0.2393195021352915
0,0,0.3919184704184705
0,0,0.3919184704184705
0,0,0.3926428571428572
0,0,0.3919184704184705
1,0,0.3919184704184705
1,1,0.6
1,1,0.57
0,1,0.59
0,1,0.54
0,1,0.59
0,1,0.61
0,0,0.3919184704184705
0,0,0.3919184704184705
0,1,0.8177777777777777
1,0,0.3919184704184705
1,0,0.49779761904761904
1,1,0.7441666666666665
1,1,0.6833404373404374
1,1,0.73
0,1,0.6833404373404374
0,1,0.653020091020091
0,1,0.653020091020091
0,1,0.6833404373404374
0,1,0.6833404373404374
0,0,0.4644285714285714
1,1,0.75
1,1,0.6833404373404374
1,1,0.8505000000000001
0,1,0.6612936507936509
0,1,0.6832568542568542
0,1,0.6611139971139971
1,1,0.6510833333333333
0,1,0.6833404373404374
1,1,0.7631666666666668
0,1,0.7631666666666668
0,1,0.7631666666666668
1,1,0.637459484959485
0,1,0.7631666666666668
0,1,0.6833404373404374
0,1,0.7631666666666668
0,1,0.7631666666666668
0,1,0.6833404373404374
0,0,0.4685128205128204
0,1,0.6825833333333334
1,0,0.23198484848484846
0,0,0.406
0,0,0.27081818181818185
1,0,0.2894688644688645
1,0,0.2894688644688645
1,0,0.2894688644688645
1,0,0.2894688644688645
1,1,0.5213333333333332
1,1,0.82
1,0,0.24803478685057623
0,0,0.34031073312652255
0,0,0.24803478685057623
0,0,0.47854761904761905
0,1,0.89
0,0,0.24803478685057623
0,0,0.24803478685057623
1,1,0.89
1,0,0.488
1,0,0.4685128205128204
0,1,0.7631666666666668
1,1,0.675
1,1,0.675
0,0,0.24803478685057623
1,1,0.527797619047619
1,1,0.6962777777777778
0,0,0.3428549783549784
0,0,0.3428549783549784
0,1,0.6977777777777777
0,0,0.3428549783549784
0,0,0.3428549783549784
0,1,0.65
0,0,0.5
0,0,0.3428549783549784
0,1,0.7155558053058053
1,1,0.84
1,1,0.75
1,1,0.7155558053058053
1,1,0.84
1,1,0.7155558053058053
1,1,0.75
1,1,0.7705000000000001
1,1,0.7229166666666668
0,1,0.7155558053058053
0,1,0.67431771006771
0,1,0.7155558053058053
0,1,0.5034532967032967
1,1,0.5034532967032967
0,1,0.5034532967032967
0,1,0.6847142857142856
0,1,0.6978809523809524
0,0,0.3011355311355312
1,1,0.75
1,0,0.43799999999999994
1,0,0.392
1,1,0.81
0,0,0.2560650898808792
0,0,0.2560650898808792
0,0,0.31139842321421257
1,1,0.64
0,0,0.33139842321421253
0,0,0.33139842321421253
0,0,0.33139842321421253
1,1,0.5301666666666667
1,0,0.3011355311355312
